"Lookup"	"Year"	"Sector"	"End Use"	"Fuel"	"Value"
"2018TotalNon-heat totalSolid Fuel"	2018	"Total"	"Non-heat total"	"Solid Fuel"	147.172399799253
"2018TotalOverall totalSolid Fuel"	2018	"Total"	"Overall total"	"Solid Fuel"	1823.94684585858
"2018TotalOverall total excluding transportSolid Fuel"	2018	"Total"	"Overall total excluding transport"	"Solid Fuel"	1813.17992425534
"2017DomesticSpace heatingSolid Fuel"	2017	"Domestic"	"Space heating"	"Solid Fuel"	521.159887297702
"2017DomesticHeat totalSolid Fuel"	2017	"Domestic"	"Heat total"	"Solid Fuel"	542.935687161809
"2017DomesticLighting and appliancesSolid Fuel"	2017	"Domestic"	"Lighting and appliances"	"Solid Fuel"	0
"2017DomesticOverall totalSolid Fuel"	2017	"Domestic"	"Overall total"	"Solid Fuel"	542.935687161809
"2017ServiceSpace heatingSolid Fuel"	2017	"Service"	"Space heating"	"Solid Fuel"	0
"2017ServiceWater heatingSolid Fuel"	2017	"Service"	"Water heating"	"Solid Fuel"	0
"2017ServiceCooking/cateringSolid Fuel"	2017	"Service"	"Cooking/catering"	"Solid Fuel"	0
"2017ServiceHeat totalSolid Fuel"	2017	"Service"	"Heat total"	"Solid Fuel"	0
"2017ServiceComputingSolid Fuel"	2017	"Service"	"Computing"	"Solid Fuel"	0
"2017ServiceCooling and ventilationSolid Fuel"	2017	"Service"	"Cooling and ventilation"	"Solid Fuel"	0
"2017ServiceLightingSolid Fuel"	2017	"Service"	"Lighting"	"Solid Fuel"	0
"2017ServiceOtherSolid Fuel"	2017	"Service"	"Other"	"Solid Fuel"	0
"2017ServiceOverall totalSolid Fuel"	2017	"Service"	"Overall total"	"Solid Fuel"	0
"2017IndustrySpace heatingSolid Fuel"	2017	"Industry"	"Space heating"	"Solid Fuel"	126.214237059799
"2017IndustryHigh temperature processSolid Fuel"	2017	"Industry"	"High temperature process"	"Solid Fuel"	657.458511636852
"2017IndustryLow temperature processSolid Fuel"	2017	"Industry"	"Low temperature process"	"Solid Fuel"	324.606210525314
"2017IndustryDrying/separationSolid Fuel"	2017	"Industry"	"Drying/separation"	"Solid Fuel"	157.863379117582
"2017IndustryUnkown (heat)Solid Fuel"	2017	"Industry"	"Unkown (heat)"	"Solid Fuel"	0
"2017IndustryHeat totalSolid Fuel"	2017	"Industry"	"Heat total"	"Solid Fuel"	1266.14233833955
"2017IndustryMotorsSolid Fuel"	2017	"Industry"	"Motors"	"Solid Fuel"	0
"2017IndustryCompressed airSolid Fuel"	2017	"Industry"	"Compressed air"	"Solid Fuel"	0
"2017IndustryLightingSolid Fuel"	2017	"Industry"	"Lighting"	"Solid Fuel"	0
"2017IndustryRefrigerationSolid Fuel"	2017	"Industry"	"Refrigeration"	"Solid Fuel"	0
"2017IndustryOtherSolid Fuel"	2017	"Industry"	"Other"	"Solid Fuel"	149.695378174233
"2017IndustryOverall totalSolid Fuel"	2017	"Industry"	"Overall total"	"Solid Fuel"	1415.83771651378
"2017TransportNon-heat purposesSolid Fuel"	2017	"Transport"	"Non-heat purposes"	"Solid Fuel"	10.7669216032342
"2017TotalSpace heatingSolid Fuel"	2017	"Total"	"Space heating"	"Solid Fuel"	647.374124357501
"2017TotalWater heatingSolid Fuel"	2017	"Total"	"Water heating"	"Solid Fuel"	21.775799864107
"2017TotalCooking/cateringSolid Fuel"	2017	"Total"	"Cooking/catering"	"Solid Fuel"	0
"2017TotalProcess useSolid Fuel"	2017	"Total"	"Process use"	"Solid Fuel"	982.064722162166
"2017TotalDrying/separationSolid Fuel"	2017	"Total"	"Drying/separation"	"Solid Fuel"	157.863379117582
"2017TotalUnkown (heat)Solid Fuel"	2017	"Total"	"Unkown (heat)"	"Solid Fuel"	0
"2017TotalHeat totalSolid Fuel"	2017	"Total"	"Heat total"	"Solid Fuel"	1809.07802550136
"2017TotalComputingSolid Fuel"	2017	"Total"	"Computing"	"Solid Fuel"	0
"2017TotalCooling and ventilationSolid Fuel"	2017	"Total"	"Cooling and ventilation"	"Solid Fuel"	0
"2017TotalLighting and appliancesSolid Fuel"	2017	"Total"	"Lighting and appliances"	"Solid Fuel"	0
"2017TotalMotorsSolid Fuel"	2017	"Total"	"Motors"	"Solid Fuel"	0
"2017TotalCompressed airSolid Fuel"	2017	"Total"	"Compressed air"	"Solid Fuel"	0
"2017TotalRefrigerationSolid Fuel"	2017	"Total"	"Refrigeration"	"Solid Fuel"	0
"2017TotalOtherSolid Fuel"	2017	"Total"	"Other"	"Solid Fuel"	149.695378174233
"2017TotalTransportSolid Fuel"	2017	"Total"	"Transport"	"Solid Fuel"	10.7669216032342
"2017TotalNon-heat totalSolid Fuel"	2017	"Total"	"Non-heat total"	"Solid Fuel"	160.462299777467
"2017TotalOverall totalSolid Fuel"	2017	"Total"	"Overall total"	"Solid Fuel"	1969.54032527882
"2017TotalOverall total excluding transportSolid Fuel"	2017	"Total"	"Overall total excluding transport"	"Solid Fuel"	1958.77340367559
"2016DomesticSpace heatingSolid Fuel"	2016	"Domestic"	"Space heating"	"Solid Fuel"	538.51530805583
"2016DomesticHeat totalSolid Fuel"	2016	"Domestic"	"Heat total"	"Solid Fuel"	569.389159300266
"2016DomesticLighting and appliancesSolid Fuel"	2016	"Domestic"	"Lighting and appliances"	"Solid Fuel"	0
"2016DomesticOverall totalSolid Fuel"	2016	"Domestic"	"Overall total"	"Solid Fuel"	569.389159300266
"2016ServiceSpace heatingSolid Fuel"	2016	"Service"	"Space heating"	"Solid Fuel"	0
"2016ServiceWater heatingSolid Fuel"	2016	"Service"	"Water heating"	"Solid Fuel"	0
"2016ServiceCooking/cateringSolid Fuel"	2016	"Service"	"Cooking/catering"	"Solid Fuel"	0
"2016ServiceHeat totalSolid Fuel"	2016	"Service"	"Heat total"	"Solid Fuel"	0
"2016ServiceComputingSolid Fuel"	2016	"Service"	"Computing"	"Solid Fuel"	0
"2016ServiceCooling and ventilationSolid Fuel"	2016	"Service"	"Cooling and ventilation"	"Solid Fuel"	0
"2016ServiceLightingSolid Fuel"	2016	"Service"	"Lighting"	"Solid Fuel"	0
"2016ServiceOtherSolid Fuel"	2016	"Service"	"Other"	"Solid Fuel"	0
"2016ServiceOverall totalSolid Fuel"	2016	"Service"	"Overall total"	"Solid Fuel"	0
"2016IndustrySpace heatingSolid Fuel"	2016	"Industry"	"Space heating"	"Solid Fuel"	140.154006742486
"2016IndustryHigh temperature processSolid Fuel"	2016	"Industry"	"High temperature process"	"Solid Fuel"	767.31488340896
"2016IndustryLow temperature processSolid Fuel"	2016	"Industry"	"Low temperature process"	"Solid Fuel"	356.229870645461
"2016IndustryDrying/separationSolid Fuel"	2016	"Industry"	"Drying/separation"	"Solid Fuel"	181.06012188271
"2016IndustryUnkown (heat)Solid Fuel"	2016	"Industry"	"Unkown (heat)"	"Solid Fuel"	0
"2016IndustryHeat totalSolid Fuel"	2016	"Industry"	"Heat total"	"Solid Fuel"	1444.75888267962
"2016IndustryMotorsSolid Fuel"	2016	"Industry"	"Motors"	"Solid Fuel"	0
"2016IndustryCompressed airSolid Fuel"	2016	"Industry"	"Compressed air"	"Solid Fuel"	0
"2016IndustryLightingSolid Fuel"	2016	"Industry"	"Lighting"	"Solid Fuel"	0
"2016IndustryRefrigerationSolid Fuel"	2016	"Industry"	"Refrigeration"	"Solid Fuel"	0
"2016IndustryOtherSolid Fuel"	2016	"Industry"	"Other"	"Solid Fuel"	168.682161122311
"2016IndustryOverall totalSolid Fuel"	2016	"Industry"	"Overall total"	"Solid Fuel"	1613.44104380193
"2016TransportNon-heat purposesSolid Fuel"	2016	"Transport"	"Non-heat purposes"	"Solid Fuel"	10.804634113228
"2016TotalSpace heatingSolid Fuel"	2016	"Total"	"Space heating"	"Solid Fuel"	678.669314798316
"2016TotalWater heatingSolid Fuel"	2016	"Total"	"Water heating"	"Solid Fuel"	30.8738512444365
"2016TotalCooking/cateringSolid Fuel"	2016	"Total"	"Cooking/catering"	"Solid Fuel"	0
"2016TotalProcess useSolid Fuel"	2016	"Total"	"Process use"	"Solid Fuel"	1123.54475405442
"2016TotalDrying/separationSolid Fuel"	2016	"Total"	"Drying/separation"	"Solid Fuel"	181.06012188271
"2016TotalUnkown (heat)Solid Fuel"	2016	"Total"	"Unkown (heat)"	"Solid Fuel"	0
"2016TotalHeat totalSolid Fuel"	2016	"Total"	"Heat total"	"Solid Fuel"	2014.14804197988
"2016TotalComputingSolid Fuel"	2016	"Total"	"Computing"	"Solid Fuel"	0
"2016TotalCooling and ventilationSolid Fuel"	2016	"Total"	"Cooling and ventilation"	"Solid Fuel"	0
"2016TotalLighting and appliancesSolid Fuel"	2016	"Total"	"Lighting and appliances"	"Solid Fuel"	0
"2016TotalMotorsSolid Fuel"	2016	"Total"	"Motors"	"Solid Fuel"	0
"2016TotalCompressed airSolid Fuel"	2016	"Total"	"Compressed air"	"Solid Fuel"	0
"2016TotalRefrigerationSolid Fuel"	2016	"Total"	"Refrigeration"	"Solid Fuel"	0
"2016TotalOtherSolid Fuel"	2016	"Total"	"Other"	"Solid Fuel"	168.682161122311
"2016TotalTransportSolid Fuel"	2016	"Total"	"Transport"	"Solid Fuel"	10.804634113228
"2016TotalNon-heat totalSolid Fuel"	2016	"Total"	"Non-heat total"	"Solid Fuel"	179.486795235539
"2016TotalOverall totalSolid Fuel"	2016	"Total"	"Overall total"	"Solid Fuel"	2193.63483721542
"2016TotalOverall total excluding transportSolid Fuel"	2016	"Total"	"Overall total excluding transport"	"Solid Fuel"	2182.83020310219
"2018DomesticSpace heatingElectricity"	2018	"Domestic"	"Space heating"	"Electricity"	1564.26908137054
"2018DomesticHeat totalElectricity"	2018	"Domestic"	"Heat total"	"Electricity"	2458.86302150159
"2018DomesticLighting and appliancesElectricity"	2018	"Domestic"	"Lighting and appliances"	"Electricity"	6575.06189421458
"2018DomesticOverall totalElectricity"	2018	"Domestic"	"Overall total"	"Electricity"	9033.92491571617
"2018ServiceSpace heatingElectricity"	2018	"Service"	"Space heating"	"Electricity"	763.478068378386
"2018ServiceWater heatingElectricity"	2018	"Service"	"Water heating"	"Electricity"	162.025863954701
"2018ServiceCooking/cateringElectricity"	2018	"Service"	"Cooking/catering"	"Electricity"	761.066966528647
"2018ServiceHeat totalElectricity"	2018	"Service"	"Heat total"	"Electricity"	1686.57089886173
"2018ServiceComputingElectricity"	2018	"Service"	"Computing"	"Electricity"	825.063000458634
"2018ServiceCooling and ventilationElectricity"	2018	"Service"	"Cooling and ventilation"	"Electricity"	1063.64969690995
"2018ServiceLightingElectricity"	2018	"Service"	"Lighting"	"Electricity"	1811.73420094291
"2018ServiceOtherElectricity"	2018	"Service"	"Other"	"Electricity"	2545.63750780642
"2018ServiceOverall totalElectricity"	2018	"Service"	"Overall total"	"Electricity"	7932.65530497964
"2018IndustrySpace heatingElectricity"	2018	"Industry"	"Space heating"	"Electricity"	628.335126539021
"2018IndustryHigh temperature processElectricity"	2018	"Industry"	"High temperature process"	"Electricity"	803.419028726627
"2018IndustryLow temperature processElectricity"	2018	"Industry"	"Low temperature process"	"Electricity"	1407.98881933278
"2018IndustryDrying/separationElectricity"	2018	"Industry"	"Drying/separation"	"Electricity"	510.276731596068
"2018IndustryUnkown (heat)Electricity"	2018	"Industry"	"Unkown (heat)"	"Electricity"	0
"2018IndustryHeat totalElectricity"	2018	"Industry"	"Heat total"	"Electricity"	3350.0197061945
"2018IndustryMotorsElectricity"	2018	"Industry"	"Motors"	"Electricity"	2691.99615012066
"2018IndustryCompressed airElectricity"	2018	"Industry"	"Compressed air"	"Electricity"	759.948734900368
"2018IndustryLightingElectricity"	2018	"Industry"	"Lighting"	"Electricity"	231.565134567956
"2018IndustryRefrigerationElectricity"	2018	"Industry"	"Refrigeration"	"Electricity"	455.065085581609
"2018IndustryOtherElectricity"	2018	"Industry"	"Other"	"Electricity"	389.717846342742
"2018IndustryOverall totalElectricity"	2018	"Industry"	"Overall total"	"Electricity"	7878.31265770783
"2018TransportNon-heat purposesElectricity"	2018	"Transport"	"Non-heat purposes"	"Electricity"	428.507927997274
"2018TotalSpace heatingElectricity"	2018	"Total"	"Space heating"	"Electricity"	2956.08227628795
"2018TotalWater heatingElectricity"	2018	"Total"	"Water heating"	"Electricity"	565.856174393533
"2018TotalCooking/cateringElectricity"	2018	"Total"	"Cooking/catering"	"Electricity"	1251.83059622087
"2018TotalProcess useElectricity"	2018	"Total"	"Process use"	"Electricity"	2211.40784805941
"2018TotalDrying/separationElectricity"	2018	"Total"	"Drying/separation"	"Electricity"	510.276731596068
"2018TotalUnkown (heat)Electricity"	2018	"Total"	"Unkown (heat)"	"Electricity"	0
"2018TotalHeat totalElectricity"	2018	"Total"	"Heat total"	"Electricity"	7495.45362655783
"2018TotalComputingElectricity"	2018	"Total"	"Computing"	"Electricity"	825.063000458634
"2018TotalCooling and ventilationElectricity"	2018	"Total"	"Cooling and ventilation"	"Electricity"	1063.64969690995
"2018TotalLighting and appliancesElectricity"	2018	"Total"	"Lighting and appliances"	"Electricity"	8618.36122972544
"2018TotalMotorsElectricity"	2018	"Total"	"Motors"	"Electricity"	2691.99615012066
"2018TotalCompressed airElectricity"	2018	"Total"	"Compressed air"	"Electricity"	759.948734900368
"2018TotalRefrigerationElectricity"	2018	"Total"	"Refrigeration"	"Electricity"	455.065085581609
"2018TotalOtherElectricity"	2018	"Total"	"Other"	"Electricity"	2935.35535414916
"2018TotalTransportElectricity"	2018	"Total"	"Transport"	"Electricity"	428.507927997274
"2018TotalNon-heat totalElectricity"	2018	"Total"	"Non-heat total"	"Electricity"	17777.9471798431
"2018TotalOverall totalElectricity"	2018	"Total"	"Overall total"	"Electricity"	25273.4008064009
"2018TotalOverall total excluding transportElectricity"	2018	"Total"	"Overall total excluding transport"	"Electricity"	24844.8928784036
"2017DomesticSpace heatingElectricity"	2017	"Domestic"	"Space heating"	"Electricity"	1511.02356729054
"2017DomesticHeat totalElectricity"	2017	"Domestic"	"Heat total"	"Electricity"	2398.33631082444
"2017DomesticLighting and appliancesElectricity"	2017	"Domestic"	"Lighting and appliances"	"Electricity"	6661.67235120989
"2017DomesticOverall totalElectricity"	2017	"Domestic"	"Overall total"	"Electricity"	9060.00866203433
"2017ServiceSpace heatingElectricity"	2017	"Service"	"Space heating"	"Electricity"	767.908322941353
"2017ServiceWater heatingElectricity"	2017	"Service"	"Water heating"	"Electricity"	162.966055759593
"2017ServiceCooking/cateringElectricity"	2017	"Service"	"Cooking/catering"	"Electricity"	765.483230126563
"2017ServiceHeat totalElectricity"	2017	"Service"	"Heat total"	"Electricity"	1696.35760882751
"2017ServiceComputingElectricity"	2017	"Service"	"Computing"	"Electricity"	829.850615550553
"2017ServiceCooling and ventilationElectricity"	2017	"Service"	"Cooling and ventilation"	"Electricity"	1069.82176539274
"2017ServiceLightingElectricity"	2017	"Service"	"Lighting"	"Electricity"	1822.24719934201
"2017ServiceOtherElectricity"	2017	"Service"	"Other"	"Electricity"	2560.40914651056
"2017ServiceOverall totalElectricity"	2017	"Service"	"Overall total"	"Electricity"	7978.68633562336
"2017IndustrySpace heatingElectricity"	2017	"Industry"	"Space heating"	"Electricity"	624.285125605792
"2017IndustryHigh temperature processElectricity"	2017	"Industry"	"High temperature process"	"Electricity"	821.074090625653
"2017IndustryLow temperature processElectricity"	2017	"Industry"	"Low temperature process"	"Electricity"	1381.78230168688
"2017IndustryDrying/separationElectricity"	2017	"Industry"	"Drying/separation"	"Electricity"	511.648606140354
"2017IndustryUnkown (heat)Electricity"	2017	"Industry"	"Unkown (heat)"	"Electricity"	0
"2017IndustryHeat totalElectricity"	2017	"Industry"	"Heat total"	"Electricity"	3338.79012405868
"2017IndustryMotorsElectricity"	2017	"Industry"	"Motors"	"Electricity"	2664.02896984825
"2017IndustryCompressed airElectricity"	2017	"Industry"	"Compressed air"	"Electricity"	759.655260319318
"2017IndustryLightingElectricity"	2017	"Industry"	"Lighting"	"Electricity"	228.988517933384
"2017IndustryRefrigerationElectricity"	2017	"Industry"	"Refrigeration"	"Electricity"	436.849745669119
"2017IndustryOtherElectricity"	2017	"Industry"	"Other"	"Electricity"	386.954125424332
"2017IndustryOverall totalElectricity"	2017	"Industry"	"Overall total"	"Electricity"	7815.26674325309
"2017TransportNon-heat purposesElectricity"	2017	"Transport"	"Non-heat purposes"	"Electricity"	415.586359039468
"2017TotalSpace heatingElectricity"	2017	"Total"	"Space heating"	"Electricity"	2903.21701583769
"2017TotalWater heatingElectricity"	2017	"Total"	"Water heating"	"Electricity"	553.050551788054
"2017TotalCooking/cateringElectricity"	2017	"Total"	"Cooking/catering"	"Electricity"	1262.711477632
"2017TotalProcess useElectricity"	2017	"Total"	"Process use"	"Electricity"	2202.85639231254
"2017TotalDrying/separationElectricity"	2017	"Total"	"Drying/separation"	"Electricity"	511.648606140354
"2017TotalUnkown (heat)Electricity"	2017	"Total"	"Unkown (heat)"	"Electricity"	0
"2017TotalHeat totalElectricity"	2017	"Total"	"Heat total"	"Electricity"	7433.48404371063
"2017TotalComputingElectricity"	2017	"Total"	"Computing"	"Electricity"	829.850615550553
"2017TotalCooling and ventilationElectricity"	2017	"Total"	"Cooling and ventilation"	"Electricity"	1069.82176539274
"2017TotalLighting and appliancesElectricity"	2017	"Total"	"Lighting and appliances"	"Electricity"	8712.90806848529
"2017TotalMotorsElectricity"	2017	"Total"	"Motors"	"Electricity"	2664.02896984825
"2017TotalCompressed airElectricity"	2017	"Total"	"Compressed air"	"Electricity"	759.655260319318
"2017TotalRefrigerationElectricity"	2017	"Total"	"Refrigeration"	"Electricity"	436.849745669119
"2017TotalOtherElectricity"	2017	"Total"	"Other"	"Electricity"	2947.36327193489
"2017TotalTransportElectricity"	2017	"Total"	"Transport"	"Electricity"	415.586359039468
"2017TotalNon-heat totalElectricity"	2017	"Total"	"Non-heat total"	"Electricity"	17836.0640562396
"2017TotalOverall totalElectricity"	2017	"Total"	"Overall total"	"Electricity"	25269.5480999503
"2017TotalOverall total excluding transportElectricity"	2017	"Total"	"Overall total excluding transport"	"Electricity"	24853.9617409108
"2016DomesticSpace heatingElectricity"	2016	"Domestic"	"Space heating"	"Electricity"	1665.6152130557
"2016DomesticHeat totalElectricity"	2016	"Domestic"	"Heat total"	"Electricity"	2632.55402637033
"2016DomesticLighting and appliancesElectricity"	2016	"Domestic"	"Lighting and appliances"	"Electricity"	6655.92777775534
"2016DomesticOverall totalElectricity"	2016	"Domestic"	"Overall total"	"Electricity"	9288.48180412568
"2016ServiceSpace heatingElectricity"	2016	"Service"	"Space heating"	"Electricity"	775.357625948266
"2016ServiceWater heatingElectricity"	2016	"Service"	"Water heating"	"Electricity"	164.546952193356
"2016ServiceCooking/cateringElectricity"	2016	"Service"	"Cooking/catering"	"Electricity"	772.909007862741
"2016ServiceHeat totalElectricity"	2016	"Service"	"Heat total"	"Electricity"	1712.81358600436
"2016ServiceComputingElectricity"	2016	"Service"	"Computing"	"Electricity"	837.900806570792
"2016ServiceCooling and ventilationElectricity"	2016	"Service"	"Cooling and ventilation"	"Electricity"	1080.19986165203
"2016ServiceLightingElectricity"	2016	"Service"	"Lighting"	"Electricity"	1839.92440264331
"2016ServiceOtherElectricity"	2016	"Service"	"Other"	"Electricity"	2585.24709003091
"2016ServiceOverall totalElectricity"	2016	"Service"	"Overall total"	"Electricity"	8056.08574690141
"2016IndustrySpace heatingElectricity"	2016	"Industry"	"Space heating"	"Electricity"	625.321426992019
"2016IndustryHigh temperature processElectricity"	2016	"Industry"	"High temperature process"	"Electricity"	845.062678963046
"2016IndustryLow temperature processElectricity"	2016	"Industry"	"Low temperature process"	"Electricity"	1381.14684670073
"2016IndustryDrying/separationElectricity"	2016	"Industry"	"Drying/separation"	"Electricity"	515.679972787709
"2016IndustryUnkown (heat)Electricity"	2016	"Industry"	"Unkown (heat)"	"Electricity"	0
"2016IndustryHeat totalElectricity"	2016	"Industry"	"Heat total"	"Electricity"	3367.2109254435
"2016IndustryMotorsElectricity"	2016	"Industry"	"Motors"	"Electricity"	2719.12548527349
"2016IndustryCompressed airElectricity"	2016	"Industry"	"Compressed air"	"Electricity"	770.786554193962
"2016IndustryLightingElectricity"	2016	"Industry"	"Lighting"	"Electricity"	229.235448219791
"2016IndustryRefrigerationElectricity"	2016	"Industry"	"Refrigeration"	"Electricity"	432.869242811657
"2016IndustryOtherElectricity"	2016	"Industry"	"Other"	"Electricity"	391.970527142146
"2016IndustryOverall totalElectricity"	2016	"Industry"	"Overall total"	"Electricity"	7911.19818308454
"2016TransportNon-heat purposesElectricity"	2016	"Transport"	"Non-heat purposes"	"Electricity"	403.27490891128
"2016TotalSpace heatingElectricity"	2016	"Total"	"Space heating"	"Electricity"	3066.29426599599
"2016TotalWater heatingElectricity"	2016	"Total"	"Water heating"	"Electricity"	610.451593598078
"2016TotalCooking/cateringElectricity"	2016	"Total"	"Cooking/catering"	"Electricity"	1293.94317977265
"2016TotalProcess useElectricity"	2016	"Total"	"Process use"	"Electricity"	2226.20952566377
"2016TotalDrying/separationElectricity"	2016	"Total"	"Drying/separation"	"Electricity"	515.679972787709
"2016TotalUnkown (heat)Electricity"	2016	"Total"	"Unkown (heat)"	"Electricity"	0
"2016TotalHeat totalElectricity"	2016	"Total"	"Heat total"	"Electricity"	7712.57853781819
