SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
08-OCT-2018,4,19592,A,18833,20797,20030,18614,2149,5911,0,13052,0,569,817,-136,152,149,504,-120,151,148,499
08-OCT-2018,5,19607,A,18772,20733,19907,18580,2104,5911,0,13052,0,626,791,639,151,149,504,648,151,148,499
08-OCT-2018,6,19302,A,18533,20748,20010,18215,2059,5911,0,13052,0,946,1132,662,152,149,504,645,151,148,499
08-OCT-2018,7,19018,A,18315,20957,20246,17884,2022,5911,0,13052,0,1439,1585,494,152,148,504,480,151,148,499
08-OCT-2018,8,18847,A,18168,20708,20015,17714,1985,5911,0,13052,0,1361,1501,497,165,149,504,479,179,148,499
08-OCT-2018,9,19007,A,18377,20853,20212,17827,1921,5911,0,13052,0,1346,1488,111,735,148,504,89,745,148,499
08-OCT-2018,10,19393,A,18724,21246,20566,18167,1856,5911,0,13052,0,1353,1497,77,694,149,504,90,665,148,499
08-OCT-2018,11,20267,A,19619,22116,21456,18975,1818,5911,0,13052,0,1349,1492,1205,5,149,504,1214,-1,148,499
08-OCT-2018,12,21537,A,20981,23378,22806,20136,1779,5911,0,13052,0,1341,1481,1234,0,149,504,1213,-1,148,499
08-OCT-2018,13,24893,A,24438,26066,25592,23246,1740,5911,0,13052,0,575,534,1173,-98,148,504,1157,-103,148,499
08-OCT-2018,14,28372,A,27819,28988,28425,26422,1701,5911,0,13052,0,13,8,1172,-103,148,503,1157,-101,148,497
08-OCT-2018,15,31862,A,31277,32375,31784,29653,1687,5911,5,13052,0,13,6,1082,394,149,436,1066,414,148,432
08-OCT-2018,16,33455,A,32848,33965,33358,31093,1672,5911,98,13052,0,10,10,1076,454,149,489,1066,463,148,484
08-OCT-2018,17,34245,A,33593,34754,34102,31738,1682,5911,353,13052,0,9,8,1363,1027,149,377,1353,1044,148,368
08-OCT-2018,18,34031,A,33366,34540,33876,31508,1691,5911,707,13052,0,9,10,1374,1058,149,237,1352,1060,148,233
08-OCT-2018,19,33907,A,33268,34411,33779,31342,1738,5911,1170,13052,114,4,2,1157,1057,148,261,1138,1060,148,260
08-OCT-2018,20,33529,A,32887,34033,33391,30922,1784,5911,1670,13052,138,4,2,1158,1058,149,168,1138,1060,148,163
08-OCT-2018,21,32966,A,32377,33476,32887,30335,1846,5911,2150,13052,138,10,10,992,1059,149,93,980,1060,148,89
08-OCT-2018,22,32389,A,31799,32902,32310,29741,1907,5911,2580,13052,138,13,6,954,1058,148,26,918,1060,148,32
08-OCT-2018,23,32178,A,31638,32691,32150,29530,1977,5911,2740,13052,138,13,12,293,1059,149,155,283,1060,148,159
08-OCT-2018,24,32058,A,31472,32572,31989,29472,2046,5911,2890,13052,138,14,14,244,1059,149,110,228,1060,148,108
08-OCT-2018,25,31826,A,31403,32539,32118,29277,2114,5911,3020,13052,106,14,13,-199,1003,99,133,-200,1002,94,135
08-OCT-2018,26,31893,A,31329,32611,32045,29395,2182,5911,3060,13052,0,13,14,-205,1001,83,149,-200,1001,89,154
08-OCT-2018,27,31696,A,31083,32297,31686,29251,2195,5911,2710,13052,0,10,10,-91,1001,148,297,-86,1001,148,302
08-OCT-2018,28,31474,A,30927,32072,31528,29117,2207,5911,2470,13052,0,9,8,-89,1000,148,325,-86,1002,148,321
08-OCT-2018,29,31608,A,30978,32141,31515,29327,2222,5911,2230,13052,0,11,12,-22,1000,148,361,-19,1001,148,363
08-OCT-2018,30,31478,A,30843,32011,31381,29278,2237,5911,2100,13052,0,11,12,-22,1000,148,371,-19,1002,148,368
08-OCT-2018,31,31499,A,30921,32010,31433,29361,2234,5911,1870,13052,2,11,12,97,1000,148,384,100,1001,148,382
08-OCT-2018,32,32242,A,31689,32750,32194,30122,2231,5911,1560,13052,0,8,4,77,999,148,370,100,997,148,365
08-OCT-2018,33,33630,A,32941,34140,33448,31458,2228,5911,1120,13052,0,10,4,1520,702,148,341,1533,692,148,343
08-OCT-2018,34,34771,A,34030,35283,34542,32564,2224,5911,667,13052,0,12,14,1551,688,96,446,1531,687,90,443
08-OCT-2018,35,35742,A,34878,36270,35390,33501,2232,5911,340,13052,0,11,14,1742,648,-17,362,1726,646,-16,359
08-OCT-2018,36,36324,A,35430,36835,35937,34094,2240,5911,130,13052,0,11,6,1748,647,82,459,1726,650,89,460
08-OCT-2018,37,37021,A,36141,37530,36647,34785,2225,5911,7,13052,15,9,6,1710,947,149,504,1688,960,148,498
08-OCT-2018,38,37648,A,36815,38155,37320,35312,2210,5911,1,13052,161,7,6,1711,962,149,504,1688,965,148,498
08-OCT-2018,39,37304,A,36705,37815,37216,35034,2225,5911,1,13052,171,11,8,1533,1055,149,504,1508,1060,148,498
08-OCT-2018,40,36452,A,35626,36964,36137,34238,2239,5911,1,13052,154,12,11,1529,1054,149,504,1508,1046,148,498
08-OCT-2018,41,35074,A,34222,35586,34731,32895,2223,5911,1,13052,41,12,8,1299,529,149,448,1280,514,148,439
08-OCT-2018,42,33668,A,32751,34178,33262,31601,2206,5911,0,13052,9,10,7,1227,505,149,350,1166,511,148,349
08-OCT-2018,43,32149,A,31236,32940,32661,30210,2217,5911,0,13052,0,9,6,-282,974,149,467,-300,990,148,468
08-OCT-2018,44,30285,A,29278,31236,30711,28406,2227,5911,0,13052,0,14,13,-437,1001,149,504,-465,1001,148,498
08-OCT-2018,45,28195,A,27297,30503,29617,26471,2210,5911,0,13052,0,13,10,-1795,975,149,504,-1806,977,148,498
08-OCT-2018,46,26022,A,25078,28173,27403,24600,2193,5911,0,13052,0,17,16,-1634,975,149,504,-1555,973,147,498
08-OCT-2018,47,23644,A,22844,24166,23370,22425,2207,5911,0,13052,0,22,24,673,722,133,504,727,712,132,498
08-OCT-2018,48,22156,A,21418,22746,22017,21072,2220,5911,0,13052,0,90,97,995,710,133,504,965,709,132,498
09-OCT-2018,1,20879,A,20192,21985,21277,19863,2217,5911,0,13052,0,606,567,579,711,133,504,561,710,132,498
09-OCT-2018,2,20215,A,19495,21365,20634,19293,2214,5911,0,13052,0,650,638,480,711,133,504,473,710,132,498
09-OCT-2018,3,19935,A,19238,21087,20377,19127,2217,5911,0,13052,0,652,639,457,711,133,504,449,710,132,499
09-OCT-2018,4,20075,A,19529,21223,20662,19358,2219,5911,0,13052,0,648,525,456,711,133,504,450,710,132,499
09-OCT-2018,5,20111,A,19450,21263,20589,19398,2226,5911,0,13052,0,652,639,465,711,133,504,458,710,132,499
09-OCT-2018,6,19903,A,19219,21217,20540,19156,2233,5911,0,13052,0,814,821,462,711,133,504,457,710,132,499
09-OCT-2018,7,19617,A,18949,21569,20894,18840,2249,5911,0,13052,0,1452,1445,501,711,133,504,495,710,132,499
09-OCT-2018,8,19417,A,18772,21376,20711,18670,2265,5911,0,13052,0,1459,1439,505,711,133,504,495,710,132,499
09-OCT-2018,9,19345,A,18744,21292,20668,18637,2276,5911,0,13052,0,1447,1424,262,710,133,504,252,709,132,498
09-OCT-2018,10,19500,A,18918,21444,20838,18794,2286,5911,0,13052,0,1444,1420,255,709,133,504,252,704,132,499
09-OCT-2018,11,20221,A,19696,22152,21600,19460,2291,5911,0,13052,0,1431,1404,181,373,133,504,178,362,132,499
09-OCT-2018,12,21470,A,20966,23358,22824,20598,2295,5911,0,13052,0,1388,1358,192,358,133,504,178,358,132,499
09-OCT-2018,13,24367,A,24132,26159,25802,23237,2277,5911,0,13052,0,694,478,-598,505,133,504,-610,509,132,499
09-OCT-2018,14,27692,A,27483,29067,28608,26288,2258,5911,0,13052,0,256,12,-619,511,133,504,-610,507,132,499
09-OCT-2018,15,31021,A,30448,32495,31425,29341,2246,5911,4,13052,131,11,7,-963,265,133,504,-972,257,132,499
09-OCT-2018,16,32270,A,31619,33731,32601,30452,2233,5911,183,13052,210,11,10,-950,261,133,504,-917,270,132,499
09-OCT-2018,17,32624,A,31865,33497,32734,30685,2249,5911,782,13052,116,14,15,-359,845,133,504,-351,862,132,499
09-OCT-2018,18,31802,A,31022,32668,31890,29971,2264,5911,1570,13052,0,14,15,-352,878,133,504,-351,880,132,499
09-OCT-2018,19,31303,A,30537,32443,31683,29410,2313,5911,2470,13052,0,13,14,-627,947,133,504,-629,952,132,499
09-OCT-2018,20,30424,A,29588,31559,30731,28441,2361,5911,3380,13052,0,9,11,-626,952,133,504,-629,953,132,499
09-OCT-2018,21,29308,A,28433,31109,30241,27330,2411,5911,4240,13052,0,9,9,-1292,1055,133,504,-1292,1060,132,499
09-OCT-2018,22,28422,A,27654,30225,29459,26405,2461,5911,5020,13052,0,4,3,-1299,1058,133,504,-1292,1060,132,499
09-OCT-2018,23,27841,A,27143,30204,29504,25688,2487,5911,5660,13052,0,4,5,-1859,1058,133,504,-1847,1060,132,499
09-OCT-2018,24,27514,A,26879,29890,29245,25332,2512,5911,6190,13052,0,5,9,-1871,1058,133,504,-1847,1060,132,499
09-OCT-2018,25,27325,A,26778,29721,29160,25164,2500,5911,6530,13052,0,5,7,-1891,1002,133,504,-1867,1002,132,499
