"","Year","Sector","End use","variable","Lookup","value"
"1598",2017,"Total","Unknown (heat)","Total","2017TotalUnknown (heat)Total",2403.15
"1599",2017,"Total","Heat total","Total","2017TotalHeat totalTotal",59745.760762751
"1600",2017,"Total","Computing","Total","2017TotalComputingTotal",829.849956593575
"1601",2017,"Total","Cooling and ventilation","Total","2017TotalCooling and ventilationTotal",1114.51342461561
"1602",2017,"Total","Lighting and appliances","Total","2017TotalLighting and appliancesTotal",8712.90676654463
"1603",2017,"Total","Motors","Total","2017TotalMotorsTotal",2664.03134714168
"1604",2017,"Total","Compressed air","Total","2017TotalCompressed airTotal",759.65592762316
"1605",2017,"Total","Refrigeration","Total","2017TotalRefrigerationTotal",436.848981812738
"1606",2017,"Total","Other","Total","2017TotalOtherTotal",5030.48603772285
"1607",2017,"Total","Transport","Total","2017TotalTransportTotal",57002.58
"1608",2017,"Total","Non-heat total","Total","2017TotalNon-heat totalTotal",76550.8724420542
"1609",2017,"Total","Overall total","Total","2017TotalOverall totalTotal",136296.633204805
"1610",2017,"Total","Overall total excluding transport","Total","2017TotalOverall total excluding transportTotal",79294.0532048053
